ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],# Registers [register/thread],Grid Size,Block Size [block],Result Type
299,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,199.17,0.00,32,"53300,    1,    1","  128,    1,    1",Kernel: SIMT
300,0.00,ampere_bf16_s16816gemm_bf16_128x256_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x256_ldg8_relu_f2f_stages_64x3_tn,765.70,0.00,238,"    8,   53,    1","  256,    1,    1",Kernel: SIMT
301,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,96.54,0.00,16,"26650,    1,    1","  128,    1,    1",Kernel: SIMT
302,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,58.46,0.00,32,"13325,    1,    1","  128,    1,    1",Kernel: SIMT
303,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,104.48,0.00,31,"13325,    1,    1","   32,    4,    1",Kernel: SIMT
304,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_32x5_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_32x5_tn,619.55,0.00,226,"   24,  105,    1","  128,    1,    1",Kernel: SIMT
305,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.28,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
306,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,781.15,0.00,255,"    9,   13,   16","  128,    1,    1",Kernel: SIMT
307,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_32x5_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_32x5_tn,219.74,0.00,226,"    8,  105,    1","  128,    1,    1",Kernel: SIMT
308,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,96.77,0.00,16,"26650,    1,    1","  128,    1,    1",Kernel: SIMT
309,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,58.98,0.00,32,"13325,    1,    1","  128,    1,    1",Kernel: SIMT
310,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,104.83,0.00,31,"13325,    1,    1","   32,    4,    1",Kernel: SIMT
311,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_32x5_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_32x5_tn,819.01,0.00,226,"   32,  105,    1","  128,    1,    1",Kernel: SIMT
312,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,198.88,0.00,32,"53300,    1,    1","  128,    1,    1",Kernel: SIMT
313,0.00,ampere_bf16_s16816gemm_bf16_128x256_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x256_ldg8_relu_f2f_stages_64x3_tn,765.02,0.00,238,"    8,   53,    1","  256,    1,    1",Kernel: SIMT
314,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,96.99,0.00,16,"26650,    1,    1","  128,    1,    1",Kernel: SIMT
315,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,58.56,0.00,32,"13325,    1,    1","  128,    1,    1",Kernel: SIMT
316,0.00,elementwise_kernel,..direct_copy_kernel_cuda..,13.44,0.00,16," 1176,    1,    1","  128,    1,    1",Kernel: SIMT
317,0.00,Kernel2,..cutlass_80_tensorop_bf16_s16816gemm_bf16_128x128_64x3_tn_align2..,54.02,0.00,244,"   64,    1,    1","  128,    1,    1",Kernel: SIMT
318,0.00,CatArrayBatchedCopy_vectorized,..CatArrayBatchedCopy_vectorized..,11.78,0.00,19," 1024,    2,    1","  128,    1,    1",Kernel: SIMT
319,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,10.94,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
320,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
321,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.27,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
322,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
323,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.27,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
324,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,38.62,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
325,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.77,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
326,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.23,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
327,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.41,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
328,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.70,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
329,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.37,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
330,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,104.80,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
331,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.90,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
332,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.58,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
333,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.25,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
334,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.14,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
335,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
336,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.86,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
337,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,38.72,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
338,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.54,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
339,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.26,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
340,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.41,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
341,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.44,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
342,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.21,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
343,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,104.83,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
344,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,17.18,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
345,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.55,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
346,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.25,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
347,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.34,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
348,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
349,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.82,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
350,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,38.91,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
351,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
352,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.49,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
353,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.54,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
354,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.73,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
355,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.30,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
356,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.06,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
357,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.67,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
358,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.30,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
359,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.41,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
360,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.46,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
361,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
362,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.50,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
363,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,38.50,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
364,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.64,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
365,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.42,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
366,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
367,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.22,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
368,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.24,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
369,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.09,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
370,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.70,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
371,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.65,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
372,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.15,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
373,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.59,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
374,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
375,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.08,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
376,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.01,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
377,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
378,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.52,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
379,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.34,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
380,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.60,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
381,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.18,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
382,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.25,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
383,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.83,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
384,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
385,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.25,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
386,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.69,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
387,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
388,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.89,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
389,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.01,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
390,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.74,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
391,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.26,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
392,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.18,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
393,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.47,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
394,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.34,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
395,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,104.86,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
396,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.77,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
397,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.26,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
398,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.25,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
399,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.04,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
400,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
401,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.57,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
402,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,38.69,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
403,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.74,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
404,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.33,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
405,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.38,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
406,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,117.47,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
407,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.30,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
408,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.28,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
409,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.67,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
410,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.36,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
411,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.41,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
412,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.10,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
413,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
414,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.18,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
415,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,38.59,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
416,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,17.02,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
417,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.36,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
418,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.63,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
419,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.40,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
420,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.30,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
421,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,104.99,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
422,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.74,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
423,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.33,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
424,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.34,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
425,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.69,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
426,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.47,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
427,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.43,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
428,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.49,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
429,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
430,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.46,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
431,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.22,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
432,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.30,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
433,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.34,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
434,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.25,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
435,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.86,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
436,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.36,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
437,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.50,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
438,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,62.66,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
439,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
440,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.82,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
441,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.26,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
442,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.80,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
443,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.42,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
444,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.28,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
445,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.37,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
446,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.27,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
447,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.31,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
448,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.70,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
